Id,Name,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,LANDYADDRE,LANDXADDRE,ADDRESSPOS,ADDRESSBUI,HYPERLINK,PHOTOURL,ADDRESSUNI,ADDRESSFLO,ADDRESSSTR,ADDRESSBLO,INC_CRC,FMEL_UPD_D,snippet,Y,X
129,Being In Yoga,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,287988,,,,1,2,Turf Club Road,2,FC46CA789110B05E,2.01601E+13,,35342.28299,23840.3276
130,Breathe Pilates - East Coast,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,428915,,,,5,2,East Coast Road,217,B51077E952EEDD45,2.01601E+13,,32213.01379,36192.6834
131,Slender Shapes - Upper Bukit Timah,"Operating Hours: Monday - Friday:
8.00am - 2.00pm
3.00pm - 9.00pm

Saturday:
9.00am - 4.00pm

Sunday & PH: Closed",,,,,-1,0,-1,,,0,0,588172,Goh & Goh Building,,,,,Upper Bukit Timah Road,110M,395714429B806FF4,2.01601E+13,,35900.00259,21652.2407
132,Absolute Yoga - Telok Ayer,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,68611,,,,,2,Telok Ayer Street,157A,D5CF6BE11AFD0623,2.01601E+13,,29207.16549,29593.65549
133,Pilatique Pilates Studio,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,69250,,,,8,,Gemmil Lane,,E12B723270D39FAE,2.01605E+13,,29433.87969,29515.3344
134,Canvass Art and Yoga Studio,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,589820,,,,,,A Binjai Park,5,2C4C2676E4D02F56,2.01601E+13,,35335.48449,22802.5289
135,COMO Shambhala Urban Escape,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,238876,,,,5,6,,,52C2AA03A80F1CC5,2.01601E+13,,32166.62699,27460.2554
136,Fitness First - The Cathay,"Facilities: Cardio, strength and stretch areas and a Group Exercise studio
Operating Hours: Monday ? Friday : 6.00am ? 10.30pm 

Saturday: 6.30am ? 10.30pm

Sunday and Public Holidays : 8.00am ? 10.00pm
Tel: 6732 4111",,,,,-1,0,-1,,,0,0,229233,,,,5,4,Handy Road,2,A83A7EE1E338FE98,2.01601E+13,,31282.66109,29610.5168
137,Focus Pilates - Orchard,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,238862,,,,3,8,Orchard Road,302,48A1BC63BFFBB884,2.01601E+13,,31809.28399,28167.8674
138,Focus Pilates - Raffles Place,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,48979,,,,0,12,Malacca Street,20,146FD2E76AF1A98C,2.01601E+13,,29597.34149,29935.7019
139,Genesis Gym - CBD,"Operating Hours: Monday - Friday: 7.30am - 9.30pm

Saturday: 8.30am - 1.00pm",,,,,-1,0,-1,,,0,0,79017,,,,,,Tras Street,78,3184BE45EA24B962,2.01601E+13,,28876.86709,29194.42159
140,Genesis Gym - Mounbatten,"Operating Hours: Monday - Friday: 7.30am - 9.30pm

Saturday: 8.30am - 1.00pm",,,,,-1,0,-1,,,0,0,398007,,,,20,1,,41306,8ECD88F1C9D9C8FC,2.01601E+13,,32198.42639,33336.6379
141,Gold's Gym - Bukit Merah,"Operating Hours: Monday - Friday: 7.30am - 9.00pm

Saturday: 7.30am - 3.00pm",,,,,-1,0,-1,,,0,0,159837,,,,,,Bukit Merah Central,3500,C34C57B8FCD041D3,2.01601E+13,,29388.69799,26303.87239
142,Green Yoga,"Operating Hours: Mon - Fri: 12pm to 10pm

Sat, Sun & PH: 9am to 7pm",,,,,-1,0,-1,,,0,0,574363,,,,,,A Upper Thomson Road,232,77541E8EC177DEE4,2.01601E+13,,37241.06609,28197.5312
143,H.om Yoga,"Operating Hours: Monday & Friday: 9.30am - 10.00pm

Tuesday - Thursday: 7.00am - 10.30pm

Saturday & Sunday: 9.30am - 7.00pm",,,,,-1,0,-1,,,0,0,49745,,,,1,2,Canton Street,3,AFFC85770638F52B,2.01601E+13,,29848.45229,29793.2808
144,Impact Mixed Martial Arts,"Operating Hours: Weekdays:
12.15pm - 9.45pm

Saturday:
9.30am - 5.30pm

Sunday:
11.00am - 5.30pm",,,,,-1,0,-1,,,0,0,68805,,,,6,3,Shenton Way,3,A2A479FA606148A4,2.01601E+13,,28997.65459,29864.4703
145,Impakt Singapore,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,68909,,,,1,1,Robinson Road,146,AD9F9000BEBC9F24,2.01601E+13,,28959.05449,29644.6199
146,Iyengar Yoga Centre Singapore - Goldhill Centre,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,308899,,,,31,2,Goldhill Plaza,1,3C9373D12BA7E236,2.01601E+13,,33344.31959,29065.1371
147,Iyengar Yoga Centre Singapore - Neil Road Centre,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,88875,,,,,,Neil Road,146B,5EE4FB8BA1708A35,2.01601E+13,,28972.06389,28815.7624
148,Jagsport,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,208574,,,,,,King George's Ave,340B,D84656A0FF0465BC,2.01601E+13,,32495.46589,31240.2976
149,Kapap Singapore,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,89129,,,,,,Keong Siak Road,22,8241A65DAFFC7C4F,2.01601E+13,,29166.53279,28929.2954
150,Kate Porter Yoga,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,449290,Laguna Park,,,27,1,Marine Parade Road,5000,099AC91AF17E3FE1,2.01601E+13,,32483.41029,38981.0171
151,Oasis Holistic,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,180010,,,,50,1,Selegie Road,10,1679DDC29E8498C7,2.01601E+13,,31783.01949,29916.2801
152,OhmSantih Yoga,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,189203,,,,,,Haji Lane,10A,D08D3C89A2C6FE0B,2.01601E+13,,31428.68839,30900.90239
153,Gold's Gym - Tanjong Pagar,"Operating Hours: Monday - Friday: 7.30am - 9.00pm

Saturday: 7.30am - 3.00pm",,,,,-1,0,-1,,,0,0,88507,,,,,,A Tanjong Pagar Road,86,5DCBB969F19760DA,2.01612E+13,,28988.38409,29153.53649
154,Masters' Yoga Sadhan,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3"">
<th>LANDYADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor="""">
<th>LANDXADDRESSPOINT</th>
<td>0</td>
</tr><tr bgcolor=""#E3E3F3"">
<th>ADDRESSPOSTALCODE</th>
",,,,,-1,0,-1,,,0,0,88509,,,,,,Tanjong Pagar Road,88A,D2D1FC4B571EA9BE,2.01612E+13,,28984.16379,29152.4443
155,Fitness Factory -,"Operating Hours: Monday - Friday: 7.00am - 9.00pm

Saturday: 7.00am - 4.00pm

Sunday and Public Holiday: 8.00am - 3.00pm",,,,,-1,0,-1,,,0,0,49870,,,,1,2,,41276,202E559F0023EC78,2.01612E+13,,30099.25889,29761.3044
156,Active Life Center,P: +65-97615523 E: info@activered.sg,,,,,-1,0,-1,,,0,0,238882,Far East Shopping Centre,,,10,16,Orchard Road,545,ECC6FB238AF634C4,2.01612E+13,,31981.75179,27628.9842
157,Amore Fitness - Jurong Point 2,"Operating Hours: Monday - Friday: 9.00 AM - 10.00 PM 

Saturday: 9.00 AM - 9.30 PM

Sunday & Public Holiday: 9.00 AM - 9.00 PM",,,,,-1,0,-1,,,0,0,648886,,,,,3,Jurong West Central 3,63,CB59096796BD4CB6,2.01601E+13,,35777.49229,13882.0898
158,Amore Fitness - Liang Court,"Operating Hours: Monday - Friday: 10.30 AM - 9.30 PM

Saturday: 10.30 AM - 9.00 PM

Sunday & Public Holiday: 10.30 AM - 9.00 PM",,,,,-1,0,-1,,,0,0,179030,,,,17,2,River Valley Road,177,4441732872B3FC5F,2.01601E+13,,30434.66509,29254.00029
159,Amore Fitness - Tampines 1,"Operating Hours: Monday-Friday: 8.00 AM - 10.00 PM
Saturday: 9.00 AM - 9.30 PM
Sunday & Public Holiday: 9.00 AM - 9.00 PM",,,,,-1,0,-1,,,0,0,529536,,,,18,5,Tampines Central 1,10,90D4D9CD3BD92CEA,2.01601E+13,,37379.13639,40431.0426
